2.796614714725156325e+00,1.132486484659631198e+00,-1.000000000000000000e+00
9.018192740476269620e-01,2.550537651061313138e+00,1.000000000000000000e+00
8.881632860463032131e+00,2.794632670453759626e+00,-1.000000000000000000e+00
2.935352945467588182e+00,2.820145295557311194e+00,-1.000000000000000000e+00
1.143698597835423669e+01,9.975961214741042582e-01,1.000000000000000000e+00
5.260395123573175624e+00,3.905003971904285720e+00,-1.000000000000000000e+00
3.480601623008650503e+00,2.660213707644969894e+00,-1.000000000000000000e+00
7.927448813373589864e-01,2.239398350701511387e+00,1.000000000000000000e+00
-1.412731396644848925e+00,1.264372596627030276e+00,1.000000000000000000e+00
-7.620490086492015536e-03,4.191307615690718080e+00,1.000000000000000000e+00
1.714782833904130221e+00,1.986624096624445723e+00,1.000000000000000000e+00
9.986932360909811734e+00,1.867379978143324015e+00,-1.000000000000000000e+00
1.124168895535459400e+00,2.646237646276795807e+00,1.000000000000000000e+00
4.442758051100474503e+00,3.052423454710535999e+00,1.000000000000000000e+00
1.181470980648552827e+00,2.140142611512680038e+00,1.000000000000000000e+00
-6.856205519879843280e-02,-1.309409335444715161e+00,1.000000000000000000e+00
1.245699286824152097e+00,5.452343820674542263e-01,1.000000000000000000e+00
2.431215913351075120e+00,2.517969010834297805e+00,1.000000000000000000e+00
1.871450661299580043e+00,2.347789158015692657e+00,1.000000000000000000e+00
3.974283728778788660e+00,1.509327866187185174e+00,-1.000000000000000000e+00
4.537563310247581860e+00,2.194584837710139791e+00,-1.000000000000000000e+00
4.466593627468469663e+00,4.051719997046948407e+00,-1.000000000000000000e+00
4.251560390816980117e+00,3.759135569519168829e+00,-1.000000000000000000e+00
3.316856658711103023e+00,2.256787552841604594e+00,-1.000000000000000000e+00
9.993508026269177336e+00,2.786363663106312227e+00,1.000000000000000000e+00
-1.187686357229891243e-01,2.246217352927409650e+00,1.000000000000000000e+00
3.855166309491011134e+00,1.842165828943562733e+00,-1.000000000000000000e+00
1.322780491001384506e+00,2.850252525488105704e+00,1.000000000000000000e+00
8.944491525174658619e+00,3.967147250668837888e+00,1.000000000000000000e+00
4.824691451462048697e-01,1.503303720535166921e+00,1.000000000000000000e+00
1.945530530871582453e+00,3.244609159902432705e+00,1.000000000000000000e+00
-1.601277723329675329e+00,3.521612409214665895e+00,1.000000000000000000e+00
1.085691330941877641e+00,4.146522325505013207e+00,-1.000000000000000000e+00
1.109662075158021821e+01,2.260057764221870436e+00,1.000000000000000000e+00
1.358775210521563803e+00,2.050911165041735540e-01,1.000000000000000000e+00
4.813467513661494834e+00,2.489302567691393797e+00,-1.000000000000000000e+00
2.050798867254860713e+00,1.721490085261432768e+00,1.000000000000000000e+00
7.888166868559713940e-01,9.695718304652016784e-01,1.000000000000000000e+00
-5.157544088069663246e-01,2.925696587595935760e+00,-1.000000000000000000e+00
1.050949133608949460e+01,2.852950054463079255e+00,1.000000000000000000e+00
1.633813968495427815e+00,3.973634651437356169e+00,1.000000000000000000e+00
9.207075344636836967e-01,2.678171318579482652e+00,-1.000000000000000000e+00
2.805214252454580226e+00,2.551690920939758911e+00,1.000000000000000000e+00
2.037301472914039735e+00,2.545370742830546096e+00,-1.000000000000000000e+00
3.698472268260746709e+00,-4.577047363834148008e-01,1.000000000000000000e+00
2.433942662390768064e+00,3.530249057296861448e+00,1.000000000000000000e+00
1.163132671217592673e+00,4.337798375597452960e+00,1.000000000000000000e+00
4.201810170569872938e+00,1.913741938307762291e+00,1.000000000000000000e+00
2.632659391786471570e-01,2.673399765296378572e+00,1.000000000000000000e+00
1.336824672087505661e+00,2.993309454409351478e+00,-1.000000000000000000e+00
1.514578870850091352e+00,4.933094527776196170e-01,1.000000000000000000e+00
1.058021307345298823e+01,3.059348300317621394e+00,1.000000000000000000e+00
-1.299854723572879678e-01,1.070438180866880584e+00,1.000000000000000000e+00
1.334125556554422332e+00,7.301360219129051643e-01,-1.000000000000000000e+00
1.547334330578955752e+00,5.975490395212619266e-01,1.000000000000000000e+00
1.029747172896817498e+00,2.044856641743449277e+00,-1.000000000000000000e+00
6.637601269653483627e-01,7.337353453681483284e-01,1.000000000000000000e+00
1.424399780462534570e+00,1.904215896098882199e+00,1.000000000000000000e+00
1.377697762219764810e+00,2.853412170602545483e+00,1.000000000000000000e+00
1.136375222441648880e+01,3.614571321466365283e+00,1.000000000000000000e+00
8.874693947388369253e+00,2.574919598059840276e+00,1.000000000000000000e+00
1.830357005907407464e+00,3.295137612572525576e+00,-1.000000000000000000e+00
8.913826265303905760e-01,1.713368504653106417e+00,1.000000000000000000e+00
1.702657191712676932e+00,1.517869145388883734e+00,1.000000000000000000e+00
1.868212245901273327e+00,3.287818006863335807e+00,-1.000000000000000000e+00
3.242308474114979688e+00,4.072691300700328476e+00,-1.000000000000000000e+00
1.099833044009925942e+01,3.180196184041605090e+00,1.000000000000000000e+00
2.433208798697838127e+00,4.187951563410363676e-01,1.000000000000000000e+00
2.291589871535302247e+00,2.367414533498266138e+00,1.000000000000000000e+00
1.254604571587460971e+00,5.575462478282231515e-01,1.000000000000000000e+00
1.347512292072544415e+00,1.799616178747307504e+00,1.000000000000000000e+00
1.154448471438416313e+01,3.274027497881834670e+00,1.000000000000000000e+00
3.723694161442447026e+00,3.088274979697995803e+00,-1.000000000000000000e+00
1.483928822980899120e+00,9.343636148549354647e-01,1.000000000000000000e+00
2.822488385899471375e+00,1.109149162875368688e+00,1.000000000000000000e+00
8.697959281590222247e+00,3.057882492888967629e+00,1.000000000000000000e+00
-8.874622539777354824e-02,2.024749080856636407e+00,1.000000000000000000e+00
2.691732711183136395e+00,3.130817284314781013e+00,-1.000000000000000000e+00
1.068538045101797707e+01,4.299644054302123486e+00,1.000000000000000000e+00
6.002908977613644836e+00,3.886364222422710846e+00,-1.000000000000000000e+00
3.946422869551574397e+00,3.226658263832388851e+00,-1.000000000000000000e+00
1.401516355187918617e+00,4.174005894899230906e-01,1.000000000000000000e+00
5.937180742198499672e+00,3.437119167581461632e+00,-1.000000000000000000e+00
2.131262028492674876e+00,9.881811349018007062e-01,1.000000000000000000e+00
1.450826222929316955e+00,2.315593136769010574e+00,-1.000000000000000000e+00
8.782923385536857808e+00,2.958730990156608343e+00,1.000000000000000000e+00
9.234132384112450964e+00,2.427478110312556669e+00,1.000000000000000000e+00
2.248290678078888050e+00,4.166081595394134141e+00,-1.000000000000000000e+00
3.270213621788006009e+00,1.397985937635980225e+00,1.000000000000000000e+00
1.975764649170269394e+00,2.763886322134165408e+00,1.000000000000000000e+00
2.508981092661155987e+00,5.117500158267584975e-02,1.000000000000000000e+00
-1.061712780297785041e+00,1.463061693565036236e+00,1.000000000000000000e+00
2.524926940199875514e+00,2.537814921405638913e+00,-1.000000000000000000e+00
3.980492236938227624e+00,3.497052720473064813e+00,-1.000000000000000000e+00
3.304532458592592814e+00,1.151458760695998729e+00,1.000000000000000000e+00
1.476376614482635130e+00,2.498646561977581726e+00,-1.000000000000000000e+00
5.020492644911575653e+00,1.921126716613267282e+00,-1.000000000000000000e+00
1.562131921544617663e+00,8.922792643777363031e-01,1.000000000000000000e+00
4.404097632766291959e+00,4.019365670154921411e+00,-1.000000000000000000e+00
2.696818786924390032e+00,2.033464402465110066e+00,-1.000000000000000000e+00
